発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,ハード・メモリ
1993-04-23,-,11,TBL,アトラス,雀偵物語3セイバーエンジェル💿,調査中,調査中,0,3
1993-06-11,-,11,SLG,アートディンク,A列車で行こうIII💿,調査中,調査中,0,3
1993-07-10,33,11,RPG,ハドソン,天外魔境風雲カブキ伝💿,"￥8,190","￥8,000代",0,3
1993-07-16,-,11,SLG,アスク講談社,1552天下大乱💿,調査中,調査中,0,3
1993-07-23,-,11,RPG,ナグザット,WIZARDRYI・II💿,調査中,調査中,0,3
1993-07-23,-,11,SHT,ナグザット,サマーカーニバル'93ネクスザールスペシャル💿,調査中,調査中,0,3
1993-07-23,-,11,ACT,マイクロネット,ブラックホールアサルト💿,調査中,調査中,0,3
1993-07-23,-,11,ACT,マイクロキャビン,ミスティックフォーミュラ💿,調査中,調査中,0,3
1993-07-30,-,11,SHT,ハドソン,CD電人ロカビリー天国💿,調査中,調査中,0,3
1993-07-30,-,11,SLG,NECアベニュー,卒業〜Graduation〜💿,調査中,調査中,0,3
1993-07-30,-,11,ADV,NECホームエレクトロニクス,眠れぬ夜の小さなお話💿,調査中,調査中,0,3
1993-08-06,-,11,ADV,データウエスト,サイキック・ディテクティヴ・シリーズVol.4オルゴール💿,調査中,調査中,0,3
1993-08-06,-,11,RCG,インテック,チャンピオンシップラリー💿,調査中,調査中,0,3
1993-08-06,-,11,SLG,メサイヤ,ラングリッサー光輝の末裔💿,調査中,調査中,0,3
1993-09-24,-,11,TBL,ナグザット,麻雀クリニックスペシャル💿,調査中,調査中,0,3
1993-09-24,-,11,SLG,パック・イン・ビデオ,メタルエンジェル💿,調査中,調査中,0,3
1993-09-30,-,11,SLG,光栄,蒼き狼と白き牝鹿・元朝秘史💿,調査中,調査中,0,3
1993-09-30,-,11,ADV,リバーヒルソフト,機動警察パトレイバーグリフォン篇💿,調査中,調査中,0,3
1993-09-30,-,11,TBL,NECアベニュー,麻雀オンザビーチ💿,調査中,調査中,0,3
1993-09-30,-,11,SHT,バンプレスト,幽☆遊☆白書闇勝負!!暗黒武術会💿,調査中,調査中,0,3
1993-10-02,-,11,SLG,光栄,三國志III💿,調査中,調査中,0,3
1993-10-22,-,11,SHT,トンキンハウス,シルフィア💿,調査中,調査中,0,3
1993-10-22,-,11,RPG,レイ・フォース,スタートリング・オデッセイ💿,調査中,調査中,0,3
1993-10-29,-,11,RPG,ハドソン,マイト・アンド・マジックIII💿,調査中,調査中,0,3
1993-10-29,-,11,ACT,コナミ,悪魔城ドラキュラX血の輪廻💿,調査中,調査中,0,3
1993-10-29,-,11,ACT,インテック,GALAXY刑事GAYVAN💿,調査中,調査中,0,3
1993-10-29,-,11,ARPG,NECホームエレクトロニクス,マジクール💿,調査中,調査中,0,3
1993-11-19,-,11,SLG,ライトスタッフ,ソードマスター💿,調査中,調査中,0,3
1993-11-19,-,11,ARPG,ビクター音楽産業,ルイン神の遺産💿,調査中,調査中,0,3
1993-11-26,-,11,QUIZ,ナグザット,クイズDE学園祭💿,調査中,調査中,0,3
1993-11-26,-,11,TBL,ヒューマン,ただいま勇者募集中💿,調査中,調査中,0,3
1993-11-26,-,11,ACT,リバーヒルソフト,フェイスボール💿,調査中,調査中,0,3
1993-12-03,-,11,SLG,工画堂スタジオ,機装ルーガ💿,調査中,調査中,0,3
1993-12-10,-,11,ACT,日本物産,伊賀忍伝凱王💿,調査中,調査中,0,3
1993-12-10,-,11,RPG,パック・イン・ビデオ,オーロラクエストおたくの星座INANOTHERWORLD💿,調査中,調査中,0,3
1993-12-10,-,11,ADV,徳間書店インターメディア,秘密の花園💿,調査中,調査中,0,3
1993-12-11,-,11,SLG,光栄,信長の野望・全国版💿,調査中,調査中,0,3
1993-12-17,-,11,TBL,ナグザット,スーパーリアル麻雀PIVカスタム💿,調査中,調査中,0,3
1993-12-17,-,11,ACT,コナミ,マーシャルチャンピオン💿,調査中,調査中,0,3
1993-12-17,-,11,ADV,ナグザット,闇の血族〜遥かなる記憶〜💿,調査中,調査中,0,3
1993-12-19,-,11,ACT,ライトスタッフ,フラッシュハイダース💿,調査中,調査中,0,3
1993-12-22,-,11,ARPG,ハドソン,イースIVTheDawnofYs💿,調査中,調査中,0,3
1993-12-23,-,11,SHT,NECアベニュー,スーパーダライアスII💿,調査中,調査中,0,3
1993-12-24,-,11,TBL,日本物産,セクシーアイドル麻雀💿,調査中,調査中,0,3
1993-12-24,-,11,ACT,ナグザット,ダウンタウン熱血物語💿,調査中,調査中,0,3
1993-12-25,-,11,RPG,アトラス,真・女神転生💿,調査中,調査中,0,3
1994-01-03,-,11,ACT,ハドソン,爆笑吉本新喜劇・今日はこれぐらいにしといたる!💿,調査中,調査中,0,3
1994-01-07,-,11,RPG,アイレム,ソル・モナージュ💿,調査中,調査中,0,3
1994-01-28,-,11,RPG,NECホームエレクトロニクス,エメラルドドラゴン💿,調査中,調査中,0,3
1994-01-28,-,11,ACT,インテック,格闘覇王伝説アルガノス💿,調査中,調査中,0,3
1994-02-10,-,11,RPG,レイ・フォース,スターブレイカー💿,調査中,調査中,0,3
1994-02-18,-,11,ARPG,NECホームエレクトロニクス,風の伝説ザナドゥ💿,調査中,調査中,0,3
1994-02-25,-,11,SLG,パック・イン・ビデオ,パラディオン💿,調査中,調査中,0,3
1994-02-25,-,11,TBL,ナグザット,麻雀レモンエンジェル💿,調査中,調査中,0,3
1994-02-26,-,11,ACT,東宝TTI,ゴジラ爆闘烈伝Godzilla💿,調査中,調査中,0,3
1994-03-04,-,11,RPG,ナグザット,WIZARDRYIII・IV💿,調査中,調査中,0,3
1994-03-04,-,11,SLG,アートディンク,THEATLASルネッサンスボイジャー💿,調査中,調査中,0,3
1994-03-04,-,11,SPT,ハドソン,パワーゴルフ2ゴルファー💿,調査中,調査中,0,3
1994-03-25,-,11,ADV,NECアベニュー,CALIII完結編💿,調査中,調査中,0,3
1994-03-25,-,11,RPG,リバーヒルソフト,プリンセス・ミネルバ💿,調査中,調査中,0,3
1994-03-30,-,11,ACT,マイクロキャビン,フレイCDサーク外伝💿,調査中,調査中,0,3
1994-03-30,-,11,RPG,NECアベニュー,モンスターメーカー闇の竜騎士💿,調査中,調査中,0,3
1994-04-15,-,11,TBL,ココナッツジャパン,パチ夫くん3パチスロ＆パチンコ💿,調査中,調査中,0,3
1994-04-22,-,11,ADV,ソニー・ミュージックエンタテインメント,爆伝アンバランスゾーン💿,調査中,調査中,0,3
1994-04-22,-,11,PZL,NECアベニュー,ぷよぷよCD💿,調査中,調査中,0,3
1994-04-28,-,11,ACT,ナグザット,風霧💿,調査中,調査中,0,3
1994-04-28,-,11,SLG,徳間書店インターメディア,初恋物語💿,調査中,調査中,0,3
1994-05-20,-,11,ARPG,ハドソンTTI,超英雄伝説ダイナスティックヒーローTheDynasticHero💿,調査中,調査中,0,3
1994-05-27,-,11,SLG,コナミ,ときめきメモリアル💿,調査中,調査中,0,3
1994-06-10,-,11,RPG,日本テレネット,コズミックファンタジー4銀河少年伝説突入編💿,調査中,調査中,0,3
1994-06-17,-,11,RPG,パック・イン・ビデオ,KO世紀ビースト三獣士ガイア復活完結編💿,調査中,調査中,0,3
1994-06-17,-,11,SPT,インテック,ザ・プロ野球SUPER'94💿,調査中,調査中,0,3
1994-06-17,-,11,ACT,NECアベニュー,天地を喰らう💿,調査中,調査中,0,3
1994-06-17,-,11,ARPG,NECホームエレクトロニクス,ブランディッシュ💿,調査中,調査中,0,3
1994-07-08,-,11,ADV,NECホームエレクトロニクス,3×3EYES三只眼變成💿,調査中,調査中,0,3
1994-07-08,-,11,SLG,ヒューマン,バスティール2💿,調査中,調査中,0,3
1994-07-15,-,11,SLG,アートディンク,栄冠は君に高校野球全国大会💿,調査中,調査中,0,3
1994-07-15,-,11,ACT,NECアベニュー,チキチキボーイズ💿,調査中,調査中,0,3
1994-07-22,-,11,ACT,TGL,アドヴァンストV.G.💿,調査中,調査中,0,3
1994-07-22,-,11,RPG,NECアベニュー,ドラゴンナイトIII💿,調査中,調査中,0,3
1994-07-29,-,11,ADV,バンプレスト,GS美神💿,調査中,調査中,0,3
1994-07-29,30,11,SLG,ハドソン,ネオ・ネクタリス💿,"￥8,610","￥8,500代",0,3
1994-08-05,-,11,TBL,ナグザット,スーパーリアル麻雀PII・IIIカスタム💿,調査中,調査中,0,3
1994-08-05,-,11,TBL,日本物産,聖戦士伝承・雀卓の騎士💿,調査中,調査中,0,3
1994-08-05,-,11,ADV,バンプレスト,美少女戦士セーラームーン💿,調査中,調査中,0,3
1994-08-12,-,11,ARPG,NECホームエレクトロニクス,ぽっぷるメイル💿,調査中,調査中,0,3
1994-08-26,-,11,RPG,ビクターエンタテインメント,アルシャーク💿,調査中,調査中,0,3
1994-09-16,-,11,TBL,日本物産,セクシーアイドル麻雀まーじゃんファッション物語💿,調査中,調査中,0,3
1994-09-22,-,11,SLG,NECアベニュー,誕生Debut💿,調査中,調査中,0,3
1994-09-23,-,11,ADV,ソフィックス,YAWARA!2💿,調査中,調査中,0,3
1994-09-30,-,11,ARPG,NECホームエレクトロニクス,サークIII💿,調査中,調査中,0,3
1994-09-30,-,11,TBL,マイクロキャビン,ドラゴンハーフ💿,調査中,調査中,0,3
1994-09-30,-,11,RPG,NECホームエレクトロニクス,女神天国💿,調査中,調査中,0,3
1994-10-21,-,11,RPG,レイ・フォース,スタートリング・オデッセイII魔竜戦争💿,調査中,調査中,0,3
1994-10-21,-,11,ARPG,NECアベニュー,バステッド💿,調査中,調査中,0,3
1994-10-28,-,11,ADV,ココナッツジャパン,卒業写真/美姫💿,調査中,調査中,0,3
1994-10-28,-,11,ACT,ハドソン,ブラッド・ギア💿,調査中,調査中,0,3
1994-11-05,-,11,SLG,ハドソン,ハイパーウォーズ💿,調査中,調査中,0,3
1994-11-11,-,11,ACT,バンダイ,ドラゴンボールZ偉大なる孫悟空伝説💿,調査中,調査中,0,3
1994-11-18,-,11,ADV,徳間書店インターメディア,電脳天使デジタルアンジュ💿,調査中,調査中,0,3
1994-11-25,-,11,QUIZ,NECアベニュー,クイズアベニューIII💿,調査中,調査中,0,3
1994-11-25,-,11,ACT,NECホームエレクトロニクス,ゲッツェンディーナー💿,調査中,調査中,0,3
1994-11-25,-,11,RPG,日本テレネット,コズミックファンタジー4銀河少年伝説激闘編💿,調査中,調査中,0,3
1994-11-25,-,11,他,バンプレスト,美少女戦士セーラームーンcollection💿,調査中,調査中,0,3
1994-12-09,-,11,TBL,フジコム,カードエンジェルス💿,調査中,調査中,0,3
1994-12-16,-,11,RPG,ハドソン,ロードス島戦記II💿,調査中,調査中,0,3
1994-12-22,-,11,RPG,ライトスタッフ,アルナムの牙獣族十二神徒伝説💿,調査中,調査中,0,3
1994-12-22,-,11,PZL,ハドソン,ボンバーマンぱにっくボンバー💿,調査中,調査中,0,3
1994-12-23,-,11,SPT,NECホームエレクトロニクス,Jリーグトリメンダスサッカー'94💿,調査中,調査中,0,3
1994-12-23,-,11,SLG,NECアベニュー,卒業II〜NeoGeneration〜💿,調査中,調査中,0,3
1994-12-29,-,11,RPG,ビクター音楽産業,とらべらーず伝説をぶっとばせ💿,調査中,調査中,0,3
1995-01-03,-,11,SLG,NECホームエレクトロニクス,プリンセスメーカー1💿,調査中,調査中,0,3
1995-01-20,-,11,SLG,パック・イン・ビデオ,メタルエンジェル2💿,調査中,調査中,0,3
1995-01-31,-,11,TBL,日本物産,セクシーアイドル麻雀野球拳の詩💿,調査中,調査中,0,3
1995-02-24,-,11,SHT,日本コンピュータシステム,愛・超兄貴💿,調査中,調査中,0,3
1995-02-24,-,11,ACT,NECアベニュー,姐(あねさん)💿,調査中,調査中,0,3
1995-03-03,-,11,TBL,ナグザット,スーパーリアル麻雀P・Vカスタム💿,調査中,調査中,0,3
1995-03-17,-,11,SLG,NECホームエレクトロニクス,ソリッドフォース💿,調査中,調査中,0,3
1995-03-31,-,11,RPG,NECアベニュー,ドラゴンナイト＆グラフィティ💿,調査中,調査中,0,3
1995-04-07,-,11,SPT,ヒューマン,フォーメーションサッカー95dellaセリエA💿,調査中,調査中,0,3
1995-04-28,-,11,TBL,日本物産,スロット勝負師💿,調査中,調査中,0,3
1995-05-19,-,11,SPT,NECホームエレクトロニクス,レッスルエンジェルス・ダブルインパクト団体経営編＆新人デビュー編💿,調査中,調査中,0,3
1995-05-26,-,11,SLG,NECホームエレクトロニクス,機装ルーガII💿,調査中,調査中,0,3
1995-05-26,30,11,RPG,ハドソン,空想科学世界ガリバーボーイ💿,"￥8,190","￥8,000代",0,3
1995-05-26,-,11,ADV,NECアベニュー,天地無用!魎皇鬼💿,調査中,調査中,0,3
1995-06-16,-,11,RPG,パック・イン・ビデオ,熱血レジェンドベースボーラー💿,調査中,調査中,0,3
1995-06-16,-,11,SLG,NECホームエレクトロニクス,プリンセスメーカー2💿,調査中,調査中,0,3
1995-06-23,-,11,ACT,NECアベニュー,レニーブラスター💿,調査中,調査中,0,3
1995-06-30,-,11,ARPG,日本ファルコム,風の伝説ザナドゥII💿,調査中,調査中,0,3
1995-06-30,-,11,ADV,ハドソン,銀河お嬢様伝説ユナ2永遠のプリンセス💿,調査中,調査中,0,3
1995-07-28,-,11,ACT,NECアベニュー,あすか120%マキシマバーニングフェスト💿,調査中,調査中,0,3
1995-07-28,30,11,SHT,NECアベニュー,スペースインベーダージ・オリジナルゲーム💿,調査中,調査中,0,3
1995-08-04,-,11,他,ハドソン,百物語〜ほんとにあった怖い話〜💿,調査中,調査中,0,3
1995-08-11,-,11,ADV,NECホームエレクトロニクス,プライベート・アイ・ドル💿,調査中,調査中,0,3
1995-08-11,-,11,TBL,ナグザット,マージャン・ソードプリンセス・クエスト外伝💿,調査中,調査中,0,3
1995-09-22,-,11,ADV,フジコム,真怨霊戦記💿,調査中,調査中,0,3
1995-09-29,-,11,ACT,ライトスタッフ,ザ・ティーヴィーショー💿,調査中,調査中,0,3
1995-10-13,-,11,RPG,NECホームエレクトロニクス,リンダキューブ💿,調査中,調査中,0,3
1995-10-27,-,11,TBL,セタ,将棋データベース棋友💿,調査中,調査中,0,3
1995-11-23,-,11,ADV,NECアベニュー,同級生💿,調査中,調査中,0,3
1995-12-22,-,11,RPG,ハドソン,聖夜物語💿,調査中,調査中,0,3
1996-03-22,-,11,SHT,TGL,スチーム・ハーツ💿,調査中,調査中,0,3
1996-03-29,-,11,PZL,NECインターチャネル,ぷよぷよCD通💿,調査中,調査中,0,3
1996-05-31,-,11,SLG,徳間書店インターメディア,ヴァージン・ドリーム💿,調査中,調査中,0,3
1996-06-28,-,11,SPT,NECホームエレクトロニクス,GO!GO!バーディーチャンス💿,調査中,調査中,0,3
1996-07-12,-,0,ADV,NECインターチャネル,DE・JA💿,調査中,調査中,0,3
1996-07-26,-,11,PZL,NECホームエレクトロニクス,バザールでござーるのゲームでござーる💿,調査中,調査中,0,3
1997-03-28,-,11,SLG,NECホームエレクトロニクス,はたらく☆少女てきぱきワーキン・ラブ💿,調査中,調査中,0,3
1999-06-03,-,11,ADV,NECホームエレクトロニクス,デッド・オブ・ザ・ブレイン1＆2💿,調査中,調査中,0,3
@CsvOptions:,,,,,,,,,
dataType=0,,,,,,,,,
title=「PCエンジン」ソフト一覧,,,,,,,,,
"dataReference=<ul><li><a target%3d'_blank' href%3d""http://pasofami.game.coocan.jp/game/game.htm"">各種ゲーム機 カセット・ソフトタイトルリスト@pasofami</a><li><a target%3d'_blank' href%3d""https://ja.wikipedia.org/wiki/PC%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%B3%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7"">PCエンジンのゲームタイトル一覧@wikipedia</a></ul>",,,,,,,,,
detailType=city,,,,,,,,,
isMakeAutocompleteData=1,,,,,,,,,
chartName[imagePath]=/img/game/maker,,,,,,,,,
chartName[imageTooltip]=img,,,,,,,,,
chartCity[imagePath]=/img/game/pce,,,,,,,,,
chartCity[imageTooltip]=all,,,,,,,,,
chartCity[orderYmd]=1,,,,,,,,,
chartDate[elasticY]=0,,,,,,,,,
chartDate[width]=1000,,,,,,,,,
chartDate[format]=YYYY,,,,,,,,,
"chartSex[unit]=[""不明"",""64K-SRAM"",""💿0.5M-SRAM"",""💿2M-SRAM"",""16M-DRAM""]",,,,,,,,,
"chartAge[unit]=[""不明"",""1M"",""2M"",""3M"",""4M"",""6M"",""8M"",""16M"",""18M"",""20M"",""32K"",""💿512MB""]",,,,,,,,,
editUrl=https://docs[google.com/spreadsheets/d/1ArIXd3wp29bvmzHbJxomKAq5_haQDSYiquPpttZjA9s/edit?gid=1831747219#gid]=1831747219,,,,,,,,,
