発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,ハード・メモリ
1993-12-10,32,16,ADV,セガ,夢見館の物語💿,"￥8,190","￥8,000代",7,💿メガCD
1993-12-10,-,16,-,データウエスト,サイキック・ディテクティブ・シリーズVol.4オルゴール💿,-,-,0,💿メガCD
1993-12-28,-,16,-,サミー,戦国伝承💿,-,-,0,💿メガCD
1994-01-28,-,16,-,セガ,いしいひさいちの大政界💿,-,-,0,💿メガCD
1994-02-25,-,16,-,シムス,真・女神転生💿,-,-,0,💿メガCD
1994-02-25,-,16,-,ビクター,マイクロコズム💿,-,-,0,💿メガCD
1994-03-18,-,16,-,セガ,ゲームのかんづめVOL.1💿,-,-,0,💿メガCD
1994-03-18,-,16,-,セガ,ゲームのかんづめVOL.2💿,-,-,0,💿メガCD
1994-03-18,-,16,-,日本物産,F1サーカスCD💿,-,-,0,💿メガCD
1994-03-18,-,16,-,ビクター,ハイムドール💿,-,-,0,💿メガCD
1994-03-25,-,16,-,コーエー,信長の野望覇王伝💿,-,-,0,💿メガCD
1994-03-25,-,16,-,セガ,AX-101💿,-,-,0,💿メガCD
1994-03-25,-,16,-,セガ,ウイングコマンダー💿,-,-,0,💿メガCD
1994-03-25,-,16,-,ビクター,ダンジョン・マスター2スカルキープ💿,-,-,0,💿メガCD
1994-04-01,-,16,-,セガ,ぽっぷるメイル💿,-,-,0,💿メガCD
1994-04-15,-,16,-,ゲームアーツ,うる星やつらディアマイフレンズ💿,-,-,0,💿メガCD
1994-04-15,-,16,-,マイクロネット,バトルファンタジー💿,-,-,0,💿メガCD
1994-04-22,-,16,-,ソニー,爆伝アンバランスゾーン💿,-,-,0,💿メガCD
1994-04-22,-,16,-,ポニーキャニオン,アイ・オブ・ザ・ビホルダー💿,-,-,0,💿メガCD
1994-04-23,-,16,-,セガ,ヘブンリーシンフォニー💿,-,-,6,💿メガCD
1994-05-13,-,16,-,東映ビデオ,仮面ライダーZO💿,-,-,0,💿メガCD
1994-05-20,-,16,-,セガ,ロードス島戦記英雄戦争💿,-,-,7,💿メガCD
1994-06-03,-,16,-,アクレイムジャパン,モータルコンバット完全版💿,-,-,0,💿メガCD
1994-06-03,-,16,-,セガ,ドラゴンズレア💿,-,-,0,💿メガCD
1994-06-24,-,16,-,アクレイムジャパン,WWFマニア・ツアー💿,-,-,0,💿メガCD
1994-07-22,-,16,-,セガ,シャイニング・フォースCD💿,-,-,13,💿メガCD
1994-07-29,-,16,-,ビクター,シャドー・オブ・ザ・ビースト2獣神の呪縛💿,-,-,0,💿メガCD
1994-09-22,-,16,-,ビクター,スター・ウォーズレベルアサルト💿,-,-,0,💿メガCD
1994-09-30,31,16,ACT,セガ,ジュラシック・パーク💿,"￥7,140","￥7,000代",0,💿メガCD
1994-09-30,-,16,-,テクモ,キャプテン翼💿,-,-,0,💿メガCD
1994-09-30,-,16,-,ビクター,バトルコープス💿,-,-,0,💿メガCD
1994-10-28,-,16,-,ナムコ,スターブレード💿,-,-,0,💿メガCD
1994-11-11,-,16,-,セガ,アフターハルマゲドン外伝魔獣闘将伝エクリプス💿,-,-,0,💿メガCD
1994-11-25,-,16,-,コナミ,リーサルエンフォーサーズ2ザ・ウエスタン💿,-,-,0,💿メガCD
1994-12-20,-,16,-,アクレイムジャパン,NBAジャム💿,-,-,0,💿メガCD
1994-12-22,-,16,-,ゲームアーツ,ルナエターナルブルー💿,-,-,8,💿メガCD
1994-12-22,-,16,-,セガ,トムキャットアレイ💿,-,-,0,💿メガCD
1994-12-22,-,16,-,ビクター,ソウルスター💿,-,-,0,💿メガCD
1995-02-24,-,16,-,セガ,エコー・ザ・ドルフィンCD💿,-,-,0,💿メガCD
1995-02-24,-,16,-,ビクター,大封神伝💿,-,-,0,💿メガCD
1995-03-24,-,16,-,セガ,ダブルスイッチ💿,-,-,0,💿メガCD
1995-03-24,-,16,-,セガ,プライズファイター💿,-,-,0,💿メガCD
1995-03-31,-,16,-,ビクター,餓狼伝説スペシャル💿,-,-,0,💿メガCD
1995-09-01,-,16,-,セガ,ファーレンハイト💿,-,-,0,💿メガCD
1995-12-22,-,16,-,セガ,サージカルストライク💿,-,-,0,💿メガCD
1996-02-23,-,16,-,コンパイル,シャドウラン💿,-,-,0,💿メガCD
@CsvOptions:,,,,,,,,,
dataType=0,,,,,,,,,
title=「メガドライブ」ソフト一覧,,,,,,,,,
"dataReference=<ul><li><a target%3d'_blank' href%3d""http://pasofami.game.coocan.jp/game/game.htm"">各種ゲーム機 カセット・ソフトタイトルリスト@pasofami</a></li><li><a target%3d'_blank' href%3d'https://www.gavas.jp/user_data/megadrive_game_ranking.php'>メガドライブ歴代ソフト売上ランキング＠ピコピコ大百科</a></li><li>wikipedia</li></ul>",,,,,,,,,
detailType=city,,,,,,,,,
isMakeAutocompleteData=1,,,,,,,,,
chartName[imagePath]=/img/game/maker,,,,,,,,,
chartName[imageTooltip]=img,,,,,,,,,
chartCity[imagePath]=/img/game/smd,,,,,,,,,
chartCity[imageTooltip]=all,,,,,,,,,
chartCity[orderYmd]=1,,,,,,,,,
chartCity[orderUI]=1,,,,,,,,,
chartDate[elasticY]=0,,,,,,,,,
chartDate[width]=1000,,,,,,,,,
chartDate[format]=YYYY,,,,,,,,,
chartSex[unit]=null,,,,,,,,,
chartSex[chartType]=bar,,,,,,,,,
"chartAge[unit]=[""不明"",""1M"",""2M"",""4M"",""5M"",""6M"",""8M"",""10M"",""12M"",""16M"",""18M"",""20M"",""24M"",""26M"",""32M"",""40M"",""💿540MB""]",,,,,,,,,
editUrl=https://docs.google.com/spreadsheets/d/19vonUZ1oQfIaY48K_nGzozskF-O7u6Wd10SfDsOSBZ0/edit?gid=1252037126#gid=1252037126,,,,,,,,,
