発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,メモリ(S-RAM)(Kbit)
1996-07-19,-,6,TAB,バンダイ,スーファミターボ専用ゲゲゲの鬼太郎妖怪ドンジャラ,"￥3,980","￥4,000代",0,0
1996-07-19,-,2,TAB,ボトムアップ,スーパートランプコレクション2,"￥5,800","￥6,000代",0,0
1996-07-26,-,10,RPG,アスミック,レナスⅡ封印の使徒,"￥9,980","￥10,000代",0,64
1996-07-26,-,4,SHT,ナグザット,スプリガン・パワード,"￥9,800","￥10,000代",0,0
1996-07-26,-,7,SLG,イマジニア,シムシティJr.,"￥8,200","￥8,000代",0,256
1996-07-26,-,9,SLG,タイトー,エナジーブレイカー,"￥7,980","￥8,000代",0,64
1996-07-26,-,9,SLG,ハドソン,アースライトルナ・ストライク,"￥7,980","￥8,000代",0,64
1996-07-26,-,6,SLG,バンダイ,スーファミターボ専用SDガンダムジェネレーション一年戦争記,"￥3,980","￥4,000代",0,64
1996-07-26,-,6,SLG,バンダイ,スーファミターボ専用SDガンダムジェネレーショングリプス戦記,"￥3,980","￥4,000代",0,64
1996-07-26,-,4,TAB,バリエ,テーブルゲーム大集合!将棋・麻雀・花札・トゥーサイド,"￥6,800","￥7,000代",0,0
1996-08-02,-,11,RPG,ハドソン,大貝獣物語Ⅱ,"￥8,200","￥8,000代",0,64
1996-08-09,-,2,ACT,カルチャーブレーン,忍たま乱太郎すぺしゃる,"￥8,800","￥9,000代",0,0
1996-08-09,-,6,RPG,トミー,赤ずきんチャチャ,"￥7,800","￥8,000代",0,64
1996-08-09,-,7,SLG,パック・イン・ビデオ,牧場物語,"￥7,800","￥8,000代",0,64
1996-08-09,-,7,SPT,ハドソン,スーパーパワーリーグ4,"￥7,980","￥8,000代",0,64
1996-08-23,-,6,ACT,バンダイ,スーファミターボ専用激走戦隊カーレンジャー全開!レーサー戦士,"￥3,980","￥4,000代",0,0
1996-08-23,-,6,SLG,バンダイ,スーファミターボ専用SDガンダムジェネレーションアクシズ戦記,"￥3,980","￥4,000代",0,64
1996-08-23,-,6,SLG,バンダイ,スーファミターボ専用SDガンダムジェネレーションバビロニア建国戦記,"￥3,980","￥4,000代",0,64
1996-08-24,-,7,SPT,ヘクト,古田敦也のシミュレーションプロ野球2,"￥8,000","￥8,000代",0,256
1996-08-30,-,2,ETC,アクレイムジャパン,ナンバーズパラダイス,"￥8,800","￥9,000代",0,64
1996-08-30,-,7,SLG,アスキー,大戦略エキスパートWWⅡ,"￥9,800","￥10,000代",0,1024
1996-08-30,-,7,TAB,サンソフト,必殺パチンココレクション4,"￥9,980","￥10,000代",0,64
1996-08-30,-,4,TAB,BOSSコミュニケーションズ,本家・SANKYOFEVER実機シミュレーション3,"￥7,480","￥7,500代",0,0
1996-09-13,-,10,SPT,コナミ,実況パワープロレスリング'96,"￥7,980","￥8,000代",0,64
1996-09-13,-,7,SPT,T＆Eソフト,ペブルビーチの波濤Newトーナメントエディション,"￥8,000","￥8,000代",0,512
1996-09-20,-,7,PUZ,データイースト,マジカルドロップ2,"￥7,800","￥8,000代",0,0
1996-09-20,-,10,RPG,アスキー,ウィザードリィ・外伝Ⅳ胎魔の鼓動,"￥8,000","￥8,000代",0,64
1996-09-27,-,6,PUZ,バンダイ,スーファミターボ専用クレヨンしんちゃん長ぐつドボン,"￥3,980","￥4,000代",0,0
1996-09-27,-,7,PUZ,バンダイ,スーファミターボ専用美少女戦士セーラームーンセーラースターズふわふわパニック2,"￥3,980","￥4,000代",0,0
1996-09-27,-,9,RPG,パック・イン・ビデオ,モンスタニア,"￥7,800","￥8,000代",0,64
1996-09-27,-,6,SLG,バンダイ,スーファミターボ専用SDガンダムジェネレーションコロニー格闘記,"￥3,980","￥4,000代",0,64
1996-09-27,-,6,SLG,バンダイ,スーファミターボ専用SDガンダムジェネレーションザンスカール戦記,"￥3,980","￥4,000代",0,64
1996-09-27,-,4,TAB,日本テレネット,Parlor!Mini3(パーラーミニ3),"￥4,900","￥5,000代",0,0
1996-09-27,-,4,TAB,日本物産,スーパーニチブツマージャン4基礎研究編,"￥7,500","￥7,500代",0,0
1996-10-04,-,9,ETC,光栄,ウイニングポスト2プログラム'96,"￥9,800","￥10,000代",0,256
1996-10-18,-,7,ACT,カプコン,マーヴルスーパーヒーローズウォーオブザジェム,"￥7,800","￥8,000代",0,0
1996-10-18,-,7,ETC,ヘクト,サラブレッドブリーダーⅢ,"￥8,200","￥8,000代",0,512
1996-10-25,-,7,TAB,アスキー,タワードリーム,"￥8,000","￥8,000代",0,64
1996-10-26,-,9,ADV,任天堂,マーヴェラスもうひとつの宝島,"￥6,800","￥7,000代",0,512
1996-11-23,-,10,ACT,任天堂,スーパードンキーコング3謎のクレミス島,"￥6,800","￥7,000代",177,16
1996-11-29,-,2,ETC,ボトムアップ,VS.コレクション,"￥6,980","￥7,000代",0,0
1996-11-29,-,7,TAB,タカラ,スーパー人生ゲーム3,"￥5,980","￥6,000代",0,64
1996-11-29,-,6,TAB,日本テレネット,Parlor!Mini4(パーラーミニ4),"￥5,800","￥6,000代",0,0
1996-11-29,-,7,TAB,日本物産,ニチブツコレクション1,"￥7,980","￥8,000代",0,0
1996-12-06,-,10,RPG,エニックス,ドラゴンクエストⅢそして伝説へ…,"￥8,700","￥8,500代",140,64
1996-12-06,-,9,TAB,ハドソン,桃太郎電鉄HAPPY,"￥8,300","￥8,500代",0,64
1996-12-19,-,4,TAB,ボトムアップ,すごろく銀河戦記,"￥6,980","￥7,000代",0,0
1996-12-20,-,10,ACT,カプコン,ストリートファイターZERO2,"￥7,800","￥8,000代",0,0
1996-12-20,-,9,ACT,カプコン,ドナルドダックのマウイマラード,"￥7,500","￥7,500代",0,0
1996-12-20,-,9,ACT,カプコン,ピノキオ,"￥7,500","￥7,500代",0,0
1996-12-20,-,4,PUZ,T＆Eソフト,Cu-On-PaSFC(クオンパ),"￥6,800","￥7,000代",0,64
1996-12-20,-,9,RPG,イマジニア,G.O.D目覚めよと呼ぶ声が聴こえ,"￥7,980","￥8,000代",0,64
1996-12-20,-,4,SHT,ハドソン,ボンバーマンビーダマン,"￥5,980","￥6,000代",0,64
1996-12-20,-,10,SLG,アスキー,ミニ四駆シャイニングスコーピオンレッツ＆ゴー!!,"￥8,800","￥9,000代",58,256
1996-12-20,-,6,TAB,ケイエスエス,西陣パチンコ3,"￥7,800","￥8,000代",0,0
1996-12-27,-,7,ACT,ヴァージンインタラクティブ,マスク,"￥9,800","￥10,000代",0,0
1996-12-27,-,9,SLG,バンプレスト,ドラゴンナイト4,"￥7,980","￥8,000代",0,64
1996-12-27,-,6,TAB,日本物産,ニチブツコレクション2,"￥7,980","￥8,000代",0,64
1997-01-15,-,2,ACT,タイトー,アルカノイド-DohItAgain-,"￥4,980","￥5,000代",0,0
1997-01-17,-,9,RPG,T＆Eソフト,BUSHI青龍伝二人の勇者,"￥7,980","￥8,000代",0,16
1997-01-17,-,4,SPT,カルチャーブレーン,プロ野球スター,"￥6,800","￥7,000代",0,64
1997-01-31,-,7,PUZ,アスキー,ピキーニャ!,"￥6,800","￥7,000代",0,64
1997-01-31,-,9,RPG,アスキー,ガンプル,"￥8,000","￥8,000代",0,64
1997-01-31,-,9,RPG,アスキー,ミランドラ,"￥7,800","￥8,000代",0,256
1997-02-21,-,10,SPT,任天堂,糸井重里のバス釣りNo.1,"￥7,800","￥8,000代",0,64
1997-02-28,-,4,ACT,カルチャーブレーン,忍たま乱太郎3,"￥6,980","￥7,000代",0,0
1997-02-28,-,7,ACT,ハドソン,スーパーボンバーマン5,"￥6,980","￥7,000代",0,64
1997-03-07,-,4,ACT,コナミ,アニマニアクス,"￥5,800","￥6,000代",0,0
1997-03-07,-,2,TAB,日本シスコン,パチスロ完全攻略ユニバーサル新台入荷Vol.1,"￥5,980","￥6,000代",0,64
1997-03-14,-,4,ACT,KSS,キャスパー,"￥4,980","￥5,000代",0,64
1997-03-14,-,2,TAB,バップ,スーパーダブル役満Ⅱ,"￥7,500","￥7,500代",0,0
1997-03-15,-,2,TAB,サミー,実戦パチスロ必勝法!TWIN,"￥5,980","￥6,000代",0,64
1997-03-20,-,9,SPT,コナミ,実況パワフルプロ野球3'97春,"￥6,800","￥7,000代",0,64
1997-03-28,-,9,RPG,アスキー,ソリッドランナー,"￥8,000","￥8,000代",0,64
1997-03-28,-,10,RPG,アスキー,ダークロウMeaningofDeath,"￥8,000","￥8,000代",0,64
1997-03-28,-,4,TAB,日本テレネット,Parlor!Mini5(パーラーミニ5),"￥4,900","￥5,000代",0,0
1997-04-18,-,2,TAB,カルチャーブレーン,プロ麻雀兵(つわもの),"￥6,980","￥7,000代",0,64
1997-04-25,-,2,PUZ,ココナッツジャパンエンターテイメント,プロ野球熱闘ぱずるスタジアム,"￥7,800","￥8,000代",0,0
1997-05-30,-,4,TAB,日本テレネット,Parlor!Mini6(パーラーミニ6),"￥4,980","￥5,000代",0,0
1997-08-01,-,7,SPT,ビクターインタラクティブ(パックインソフト),ふね太郎,"￥7,800","￥8,000代",0,64
1997-08-29,-,4,TAB,日本テレネット,Parlor!Mini7(パーラーミニ7),"￥4,900","￥5,000代",0,0
1997-09-12,-,2,TAB,サミー,実戦パチスロ必勝法!Twinvol.2,"￥5,980","￥6,000代",0,64
1997-09-30,-,10,ETC,任天堂,SFメモリカセット,"￥3,980","￥4,000代",0,256
1997-12-19,-,7,SHT,ハドソン,爆球連発!!スーパービーダマン,"￥4,980","￥5,000代",0,64
1998-01-01,-,4,ETC,NTTデータ,JRAPAT(NDSF付属カセット),"￥12,000","￥12,000代",0,0
1998-01-30,-,2,ETC,任天堂,スーパーゲームボーイ2,"￥5,800","￥6,000代",0,0
1998-01-30,-,4,TAB,日本テレネット,HEIWAParlor!Mini8パチンコ実機シミュレーションゲーム,"￥5,200","￥5,000代",0,0
1998-03-19,-,9,SPT,コナミ,実況パワフルプロ野球BASIC'98,"￥5,800","￥6,000代",0,64
1998-03-27,-,10,ACT,任天堂,星のカービィ3,"￥4,800","￥5,000代",36,256
1998-04-24,-,10,ACT,カプコン,ロックマン＆フォルテ,"￥5,800","￥6,000代",0,16
1998-05-23,-,9,ADV,任天堂,平成新・鬼ヶ島前編,"￥3,800","￥4,000代",0,16
1998-05-23,-,9,ADV,任天堂,平成新・鬼ヶ島後編,"￥3,800","￥4,000代",0,16
1998-05-23,-,7,PUZ,任天堂,レッキングクルー'98,"￥3,800","￥4,000代",0,64
1998-08-25,-,9,ETC,任天堂,ダービースタリオン98,"￥6,000","￥6,000代",0,256
1998-12-04,-,7,RPG,任天堂,ミニ四駆レッツ＆ゴー!!POWERWGP2,"￥3,800","￥4,000代",0,64
1999-06-25,-,4,PUZ,任天堂,POWER倉庫番,"￥4,200","￥4,000代",0,64
1999-06-25,-,7,PUZ,任天堂,カービィのきらきらきっず,"￥4,200","￥4,000代",0,16
1999-06-25,-,9,PUZ,任天堂,すってはっくん,"￥4,200","￥4,000代",0,64
1999-12-01,-,4,ETC,NTTデータ,JRAPATワイド対応(NDSF付属カセット),不明,不明,0,0
2000-01-21,-,10,SLG,任天堂,ファイアーエムブレムトラキア776,"￥5,200","￥5,000代",0,256
2000-11-29,-,9,ADV,任天堂,メタルスレイダーグローリーディレクターズカットプリライト版,"￥5,780","￥6,000代",0,0
@CsvOptions:,,,,,,,,,
dataType=0,,,,,,,,,
title=「スーパーファミコン」ソフト一覧,,,,,,,,,
"dataReference=<ul><li><a target%3d'_blank' href%3d""""http://pasofami.game.coocan.jp/game/game.htm"""">各種ゲーム機 カセット・ソフトタイトルリスト@pasofami</a></li><li><a target%3d'_blank' href%3d'https://www.gavas.jp/user_data/superfamicom_game_ranking.php'>スーパーファミコン歴代ソフト売上ランキング＠ピコピコ大百科</a></li><li><a target%3d'_blank' href%3d""""https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%95%E3%82%A1%E3%83%9F%E3%82%B3%E3%83%B3%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7"""">スーパーファミコンのゲームタイトル一覧@wikipedia</li></ul>",,,,,,,,,
detailType=city,,,,,,,,,
isMakeAutocompleteData=1,,,,,,,,,
chartName[imagePath]=/img/game/maker,,,,,,,,,
chartName[imageTooltip]=img,,,,,,,,,
chartCity[imagePath]=/img/game/smc,,,,,,,,,
chartCity[imageTooltip]=all,,,,,,,,,
chartCity[orderYmd]=1,,,,,,,,,
chartCity[orderUI]=1,,,,,,,,,
chartDate[elasticY]=0,,,,,,,,,
chartDate[width]=1000,,,,,,,,,
chartDate[format]=YYYY,,,,,,,,,
chartSex[unit]=null,,,,,,,,,
chartSex[chartType]=bar,,,,,,,,,
"chartAge[unit]=[""不明"",""2M"",""4M"",""6M"",""8M"",""10M"",""12M"",""16M"",""20M"",""24M"",""32M"",""40M"",""48M""]",,,,,,,,,
editUrl=https://docs.google.com/spreadsheets/d/1v7r5cQU_zPPv_tOJoPAEp9gsbYzjD7IduCogj51qBaM/edit?gid=365793977#gid=365793977,,,,,,,,,
