発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,売り上げ本数TOP50,ハード,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？
1990-04-20,-,5,SLG,任天堂,ファイアーエムブレム暗黒竜と光の剣,"￥6,000","￥6,000代",0,1,◾黒,-,-,-,-
1990-04-20,-,4,ETC,日本物産,黒鉄ヒロシの予想大好き！勝馬伝説,"￥8,000","￥8,000代",0,1,-,-,-,-,-
1990-04-27,36,6,RPG,スクウェア,ファイナルファンタジーⅢ,"￥8,400","￥8,500代",140,1,⬜白,-,-,-,-
1990-05-11,-,4,RPG,ピクセル,影狼伝説,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1990-05-18,-,4,ETC,ハドソン,キャッスルクエスト,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1990-05-18,-,4,SPT,テクノスジャパン,熱血高校ドッジボール部サッカー編,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-05-25,-,6,RPG,ビクター音楽産業,イースⅡANCIENTYSVANISHEDTHEFINALCHAPTER,"￥7,500","￥7,500代",0,1,-,-,-,-,-
1990-05-25,-,5,SLG,ケイアミューズメントリース,馬券必勝学ゲートイン,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1990-05-29,-,4,RPG,ジャレコ,じゃじゃ丸撃魔伝幻の金魔城,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-06-08,-,4,ACT,カプコン,チップとデールの大作戦,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-06-15,-,4,RAC,ビスコ,ダッシュ野郎,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-06-23,-,4,SLG,ナムコ,バトルフリート,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-06-23,-,4,ACT,ナツメ,ファイナルミッション,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-06-29,-,5,SLG,光栄,水滸伝天命の誓い,"￥11,800","￥12,000代",0,1,-,-,-,-,-
1990-06-29,-,4,SPT,ジャレコ,燃えろ！！柔道WARRIORS,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1990-06-29,-,4,PZL,アイレム,迷宮島,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-07-06,-,4,PZL,BPS,ハットリス,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1990-07-06,-,2,PZL,ホットビィ,パラメデス,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1990-07-06,-,4,ACT,カルチャーブレーン,飛龍の拳Ⅲ五人の龍戦士,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1990-07-07,-,4,ACT,バンプレスト,SDヒーロー総決戦倒せ悪の軍団,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1990-07-13,-,4,ACT,アテナ,wit's(ウイッツ),"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-07-20,31,5,SPT,テクモ,キャプテン翼Ⅱスーパーストライカー,"￥6,900","￥7,000代",0,1,🟥赤,-,-,-,-
1990-07-20,-,4,ACT,エピックソニー,ソルスティス三次元迷宮の狂獣,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-07-20,-,4,TAB,日本物産,ニチブツマージャンⅢマージャンGメン,"￥6,400","￥6,500代",0,1,-,-,-,-,-
1990-07-20,-,2,SHT,タイトー,無頼戦士(ブライファイター),"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-07-20,-,4,ACT,アスミック,獣王記,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-07-24,-,4,SPT,データイースト,ザ・ペナントリーグホームランナイター'90ペナントリーグ,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1990-07-27,-,4,ACT,ビック東海,ゴルゴ13第二章イカロスの謎,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1990-07-27,-,4,RPG,ケイアミューズメントリース,ステッド遺跡惑星の野望,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-07-27,31,2,PZL,任天堂,Dr.マリオ(ドクターマリオ),"￥4,900","￥5,000代",153,1,⬜白,対戦,11位,12位,-
1990-07-27,-,5,RPG,ハドソン,ビックリマンワールド激突聖戦士,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-07-27,-,5,SPT,ジャレコ,燃えプロ！'90感動編,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-07-31,-,5,RPG,学習研究社,MightandMagic(マイトアンドマジック),"￥8,500","￥8,500代",0,1,-,-,-,-,-
1990-08-03,-,4,ETC,ココナッツジャパン,ゲームパーティー,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-08-03,-,4,ACT,ケムコ,ハッピーバースディバックス,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-08-08,-,4,ACT,カプコン,2010ストリートファイター,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-08-08,-,6,RPG,アスキー,忍者らホイ！痛快うんがちょこ忍法伝,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1990-08-10,-,4,ACT,ナツメ,闇の仕事人KAGE,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-08-10,-,4,ACT,ソフエル,タイタン,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-08-10,-,4,ACT,トーワチキ,ドラゴンファイター,"￥5,700","￥5,500代",0,1,-,-,-,-,-
1990-08-10,-,4,PZL,バリエ,ぱられるワールド,"￥5,980","￥6,000代",0,1,-,-,-,-,-
1990-08-10,-,2,PZL,サンリツ電気,ピーパータイム,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1990-08-10,-,4,ACT,サンソフト,ラフ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1990-08-10,-,4,RPG,パックインビデオ,川のぬし釣り,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1990-08-10,-,5,SPT,アスミック,日本一の名監督,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-08-11,-,5,RPG,バンダイ,SDガンダム外伝ナイトガンダム物語,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-08-11,-,4,PZL,トンキンハウス,ブロディアランド,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1990-08-21,-,4,ADV,ポニーキャニオン,孔雀王Ⅱ,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-08-24,-,4,PZL,サンソフト,上海Ⅱ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1990-08-24,-,4,ACT,クエスト,魔天童子,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-08-30,-,5,TAB,ビクター音楽産業,雀豪,"￥6,700","￥6,500代",0,1,-,-,-,-,-
1990-08-31,-,4,ETC,クエスト,ダンジョンキッド,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-09-07,-,4,SHT,HAL研究所,宇宙警備隊SDF,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1990-09-08,-,4,SLG,バンプレスト,SD戦国武将列伝烈火のごとく天下を盗れ！,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-09-08,-,4,SPT,ティーエスエス,ワールドボクシング,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-09-14,-,5,RPG,エポック社,ドラえもんギガゾンビの逆襲,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-09-14,-,4,SLG,データイースト,リトルマジック,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1990-09-14,-,4,TAB,パックインビデオ,爆笑！スターものまね四天王,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1990-09-15,-,5,SLG,光栄,維新の嵐,"￥11,800","￥12,000代",0,1,-,-,-,-,-
1990-09-21,-,4,ACT,タイトー,インセクターX,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-09-21,-,4,TAB,ポニーキャニオン,田村光昭麻雀ゼミナール,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-09-28,-,4,SLG,ケムコ,ノースアンドサウスわくわく南北戦争,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1990-09-28,-,4,ACT,ジャレコ,マジックジョン,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1990-09-28,-,5,ACT,カプコン,ロックマン3Dr.ワイリーの最期！？,"￥6,500","￥6,500代",108,1,-,-,-,-,-
1990-09-28,-,4,ADV,データイースト,探偵神宮寺三郎時の過ぎゆくままに・・・,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1990-10-05,-,4,SHT,トンキンハウス,ガンナック,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1990-10-12,-,4,SPT,テクノスジャパン,ダウンタウン熱血行進曲それゆけ大運動会,"￥6,200","￥6,000代",0,1,-,対戦,02位,-,-
1990-10-19,-,5,RPG,東映動画,ブラッディウァリアーズシャンゴーの逆襲,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1990-10-19,-,4,TAB,徳間書店,まじゃべんちゃー麻雀戦記,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-10-19,-,4,ACT,コナミ,悪魔城すぺしゃるぼくドラキュラくん,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-10-21,-,4,SPT,ポニーキャニオン,シャッフルパックカフェ,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1990-10-25,-,4,ETC,バンダイ,おえかキッズアンパンマンとおえかきしよう,"￥13,800","￥14,000代",0,1,-,-,-,-,-
1990-10-26,-,4,RAC,A-WAVE,アストロファング,"￥6,700","￥6,500代",0,1,-,-,-,-,-
1990-10-26,-,4,SPT,サンソフト,なんてったって！！ベースボール,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-10-26,-,5,SLG,カプコン,水島新司の大甲子園,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-10-27,-,5,RPG,バンダイ,ドラゴンボールZ強襲！サイヤ人,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1990-10-27,33,5,TAB,ココナッツジャパン,パチ夫くん3帰ってきたパチ夫くん,"￥7,980","￥8,000代",0,1,-,-,-,-,-
1990-11-02,-,4,ACT,九娯貿易,クロスファイヤー,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1990-11-02,30,5,SLG,光栄,三國志Ⅱ,"￥11,800","￥12,000代",0,1,-,-,-,-,-
1990-11-02,-,4,ADV,ヘクト,京都財テク殺人事件(山村美紗サスペンスシリーズ),"￥8,500","￥8,500代",0,1,-,-,-,-,-
1990-11-10,-,6,ADV,ユタカ,ラストハルマゲドン,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1990-11-22,-,2,PZL,キャラクターソフト,サンリオカーニバル,"￥3,980","￥4,000代",0,1,-,-,-,-,-
1990-11-29,-,4,ACT,ジャレコ,ふしぎなブロビー-ブロバニアの危機-,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-11-30,-,4,SPT,テクモ,テクモボウル,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1990-11-30,-,4,SHT,コナミ,パロディウスだ！,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-11-30,-,4,ACT,エポック社,迷宮の達人大迷路,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-12-07,-,5,ACT,コナミ,ティーンエージミュータントニンジャタートルズ,"￥7,000","￥7,000代",0,1,-,-,-,-,-
1990-12-07,-,5,TAB,アスミック,ぎゅわんぶらあ自己中心派2,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-12-07,-,4,RPG,東宝,タイムズオブロア～失われたメダリオン,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1990-12-07,-,3,SPT,テクモ,テクモワールドカップサッカー,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-12-07,-,4,ACT,カプコン,パジャマヒーローNEMO,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1990-12-07,-,4,SPT,ビスコ,グレートボクシングRUSHUP(ラッシュアップ),"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-12-07,-,4,ACT,ジャレコ,西遊記ワールドⅡ天上界の魔神,"￥5,600","￥5,500代",0,1,-,-,-,-,-
1990-12-07,-,4,ACT,フェイス,千代の富士の大銀杏,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-12-08,-,5,ACT,ナムコ,ワギャンランド2,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-12-12,-,5,SLG,光栄,ファミコントップマネジメント,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1990-12-13,-,5,SLG,アスキー,ベストプレープロ野球'90,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-12-14,-,3,PZL,ハドソン,KLAX(クラックス),"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-12-14,-,4,ACT,サンソフト,グレムリン2-新種誕生-,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-12-14,-,4,ACT,サミー工業,龍牙忍者クルセイダーズ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1990-12-14,-,4,ACT,ビック東海,まじかるキッズどろぴー,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1990-12-14,-,4,ACT,ジャレコ,メタルフレームサイバスター,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-12-14,-,5,ADV,バンプレスト,必殺仕事人のさばる悪のある限り、仕事人の血が騒ぐ,"￥7,600","￥7,500代",0,1,-,-,-,-,-
1990-12-14,-,4,ACT,メルダック,暴れん坊天狗,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-12-19,-,4,ACT,アスミック,ジャンピンキッドジャックと豆の木ものがたり,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1990-12-19,-,4,ACT,アイレム,パーマン,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1990-12-20,-,4,SPT,アイジーエス,バトルスタジアム選抜プロ野球,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-12-21,-,4,SLG,トミー,メカ生命体ゾイド黙示録,"￥6,700","￥6,500代",0,1,-,-,-,-,-
1990-12-21,-,4,ACT,アテナ,剣の達人ソードマスター,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-12-21,-,5,RPG,ポニーキャニオン,バーズテイル知られざる物語,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-12-21,-,4,SPT,ナムコ,ファミスタ'91,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1990-12-21,-,4,SLG,データイースト,大怪獣デブラス,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-12-21,-,4,ACT,パックインビデオ,地獄極楽丸,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1990-12-22,-,4,SLG,バンダイ,SDガンダムガチャポン戦士3英雄戦記,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1990-12-22,-,4,ACT,シグマ商事,ムサシの冒険,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1990-12-26,-,4,ACT,HAL研究所,NEWゴーストバスターズ2,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-12-26,-,4,PZL,HAL研究所,アドベンチャーズオブロロⅡ,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1990-12-29,-,4,TAB,ココナッツジャパン,爆笑！愛の劇場,"￥7,300","￥7,500代",0,1,-,-,-,-,-
1991-01-04,-,5,RPG,ナムコ,じゅうべえくえすと,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-01-05,-,5,ACT,コナミ,ワイワイワールド2SOS！パセリ城,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-01-25,-,4,ACT,ハドソン,ジャッキーチェン,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-01-25,-,4,TAB,ナツメ,ドラドラドラ幸運を呼ぶゲーム,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-01-25,-,4,ACT,コナミ,夢ペンギン物語,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-01-30,-,2,ACT,アルトロン,ペーパーボーイ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1991-01-31,-,4,SPT,ヘクト,ゴルフグランドスラム,"￥9,700","￥9,500代",0,1,-,-,-,-,-
1991-02-08,-,5,RPG,データイースト,ダークロード,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-02-08,-,2,SPT,アテナ,チャンピオンシップボーリング,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1991-02-08,-,5,ADV,キングレコード,赤川次郎の幽霊列車,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-02-15,-,4,ACT,エポック社,パラソルヘンべえおとぎの国は大さわぎ！,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-02-15,-,4,TAB,アイマックス,ファミコン将棋竜王戦,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-02-15,-,4,SHT,バップ,マックスウォーリアー～惑星戒厳令～,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-02-15,-,4,SPT,A-WAVE,ミニパット,"￥6,700","￥6,500代",0,1,-,-,-,-,-
1991-02-22,-,5,TAB,カプコン,井出洋介名人の実践麻雀Ⅱ,"￥8,500","￥8,500代",0,1,-,-,-,-,-
1991-02-22,-,4,ACT,テクノスジャパン,双截龍ⅢTheRosettaStone,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1991-02-22,-,5,RPG,ビクター音楽産業,虹のシルクロード～ジグザグ冒険記～,"￥7,500","￥7,500代",0,1,-,-,-,-,-
1991-02-26,-,5,ACT,バリエ,グランドマスター,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-02-28,-,5,SPT,サンソフト,なんてったってベースボール子ガメカセットOBオールスター編,"￥2,280","￥2,500代",0,1,-,-,-,-,-
1991-03-01,-,4,RPG,カルチャーブレーン,スーパーチャイニーズ3,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1991-03-01,-,4,SPT,タイトー,究極ハリキリスタジアムⅢ,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1991-03-08,-,4,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsヒーローオブランス,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-03-08,-,4,TAB,ナムコ,ナムコット麻雀Ⅲマージャン天国,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1991-03-15,-,4,SHT,コナミ,ガンサイト,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1991-03-15,-,4,SLG,東宝,ふしぎの海のナディア,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-03-15,-,6,SLG,光栄,大航海時代,"￥11,800","￥12,000代",0,1,-,-,-,-,-
1991-03-21,-,5,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsヒルズファー,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-03-21,-,4,ETC,アスキー,いただきストリート私のお店によってって,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-03-21,-,4,RPG,ポニーキャニオン,シャドウブレイン,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1991-03-21,-,4,ACT,バンダイ,まじかる☆タルるートくんFANTASTICWORLD(ファンタスティックワールド),"￥5,800","￥6,000代",0,1,🟦青,-,-,-,-
1991-03-22,-,4,TAB,タイトー,爆笑！！人生劇場2,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1991-03-26,-,4,ETC,バンダイ,おえかキッズアンパンマンのひらがなだいすき,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-03-29,-,2,ACT,キャラクターソフト,けろけろけろっぴの大冒険,"￥3,980","￥4,000代",0,1,-,-,-,-,-
1991-03-29,-,4,ACT,ジャレコ,忍者じゃじゃ丸銀河大作戦,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-03-29,-,5,RPG,東映動画,北斗の拳4七星覇拳伝北斗神拳の彼方へ,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-04-02,-,4,ACT,データイースト,ロボコップ2,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-04-05,-,4,ACT,アトラス,ニューヨークニャンキーズ,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1991-04-05,-,4,ETC,テクモ,おぼっちゃまくん,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-04-05,-,6,RPG,カプコン,天地を喰らうⅡ諸葛孔明伝,"￥8,500","￥8,500代",0,1,-,-,-,-,-
1991-04-12,-,2,PZL,徳間書店,ゴルビーのパイプライン大作戦,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1991-04-12,-,4,SHT,ビスコ,ツインイーグル,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-04-21,-,4,ACT,アテナ,ファミリーブロック,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1991-04-25,-,6,TAB,ヘクト,麻雀倶楽部永田町-総裁戦-,"￥9,700","￥9,500代",0,1,-,-,-,-,-
1991-04-26,-,4,ACT,サミー工業,ガンデック(GUN-DEC),"￥6,000","￥6,000代",0,1,-,-,-,-,-
1991-04-26,-,4,SHT,ホットビィ,オーバーホライゾン,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-04-26,-,4,SPT,タイトー,タイトーバスケットボール,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1991-04-26,-,4,TAB,セタ,マジックダーツ,"￥7,700","￥7,500代",0,1,-,-,-,-,-
1991-04-26,-,6,RPG,コナミ,ラグランジュポイント,"￥8,500","￥8,500代",0,1,-,-,-,-,-
1991-04-26,-,4,ACT,ハドソン,高橋名人の冒険島Ⅱ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-04-26,-,4,PZL,東映動画,紫禁城,"￥5,300","￥5,500代",0,1,-,-,-,-,-
1991-05-03,-,5,ACT,タケル,ココロン,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-05-17,-,2,PZL,ホットビィ,パラメデスⅡ,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1991-05-17,-,4,SHT,シグマ商事,ファジカルファイター,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1991-05-23,-,5,SLG,光栄,ランペルール,"￥11,800","￥12,000代",0,1,-,-,-,-,-
1991-05-24,-,5,SHT,タイトー,テトラスター,"￥7,400","￥7,500代",0,1,-,-,-,-,-
1991-05-24,-,5,RPG,データイースト,メタルマックス,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-05-31,-,2,PZL,ヒューマン,エジプト,"￥3,800","￥4,000代",0,1,-,-,-,-,-
1991-05-31,-,5,SPT,サンソフト,なんてったってベースボール子ガメカセット'91開幕編,"￥2,280","￥2,500代",0,1,-,-,-,-,-
1991-06-21,-,4,ACT,テクモ,忍者龍剣伝Ⅲ～黄泉の方舟～,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1991-06-21,-,4,ACT,カルチャーブレーン,飛龍の拳スペシャルファイティングウォーズ,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1991-06-28,-,6,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsプールオブレイディアンス,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1991-06-28,-,4,ETC,テクノスジャパン,すごろクエストダイスの戦士たち,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-06-28,-,4,ACT,サミー工業,つっぱりウォーズ,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-06-28,-,4,ACT,ハドソン,ボンバーマンⅡ,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-06-28,-,4,ACT,タカラ,超人狼戦記ウォーウルフ,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-06-28,-,5,TAB,任天堂,新4人打ちマージャン役満天国,"￥6,300","￥6,500代",0,1,-,-,-,-,-
1991-07-05,-,5,SPT,バップ,ベースボールファイター,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-07-05,-,4,TAB,ヘクト,囲碁指南'91,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-07-19,-,4,ACT,タイトー,JuJu伝説,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-07-19,-,4,ACT,テクモ,キャッ党忍伝てやんでえ,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-07-19,-,4,ACT,パックインビデオ,ダイハード,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-07-19,-,2,PZL,アイジーエス,パズニック,"￥4,900","￥5,000代",0,1,-,-,-,-,-
1991-07-19,-,4,TAB,ココナッツジャパン,パチンコ大作戦1,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1991-07-19,30,6,RAC,ナムコ,ファミリーサーキット'91,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-07-19,-,4,ACT,カプコン,リトルマーメイド-人魚姫-,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-07-26,-,4,ACT,テクノスジャパン,ダウンタウンスペシャルくにおくんの時代劇だよ全員集合,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-07-31,-,5,RPG,Ｍ＆Ｍ,おたくの星座,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1991-08-02,-,4,ACT,タイトー,SD刑事ブレイダー,"￥6,400","￥6,500代",0,1,-,-,-,-,-
1991-08-02,-,5,SHT,アイジーエス,ロボッ子ウォーズ,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1991-08-03,-,3,RAC,アルトロン,スーパースプリント,"￥6,500","￥6,500代",0,1,-,-,-,-,-
1991-08-03,-,5,ETC,バンプレスト,マイライフマイラブぼくの夢わたしの願い,"￥9,600","￥9,500代",0,1,-,-,-,-,-
1991-08-09,-,5,ACT,アイジーエス,アルマジロ,"￥6,900","￥7,000代",0,1,-,-,-,-,-
1991-08-09,-,2,PZL,アテナ,DEBLOCK(デブロック),"￥4,980","￥5,000代",0,1,-,-,-,-,-
1991-08-09,-,4,ACT,バップ,ドキ！ドキ！遊園地～クレイジーランド大作戦～,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-08-09,-,5,RPG,ケムコ,ドラゴンウォーズ,"￥6,800","￥7,000代",0,1,-,-,-,-,-
1991-08-09,-,4,RPG,アスク講談社,百の世界の物語,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1991-08-10,-,5,RPG,バンダイ,ドラゴンボールZⅡ激神フリーザ！！,"￥8,200","￥8,000代",79,1,-,-,-,-,-
1991-08-21,-,4,SLG,ポニーキャニオン,A列車で行こう,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-08-27,-,4,SHT,コナミ,クライシスフォース,"￥6,000","￥6,000代",0,1,-,-,-,-,-
1991-08-29,-,5,SLG,光栄,ロイヤルブラッド,"￥9,800","￥10,000代",0,1,-,-,-,-,-
1991-08-30,-,6,ADV,HAL研究所,メタルスレイダーグローリー,"￥8,900","￥9,000代",0,1,-,-,-,-,-
1991-08-30,-,4,ACT,アイレム,快傑ヤンチャ丸2からくりランド,"￥5,800","￥6,000代",0,1,-,-,-,-,-
1991-09-13,-,5,ACT,ビスコ,ウエスタンキッズ,"￥7,800","￥8,000代",0,1,-,-,-,-,-
1991-09-13,-,4,ETC,アテナ,ゲームデザイナー養成ソフト絵描衛門(でざえもん),"￥9,800","￥10,000代",0,1,-,-,-,-,-
1991-09-20,-,4,ACT,エピックソニー,ドラゴンズレア,"￥5,900","￥6,000代",0,1,-,-,-,-,-
1991-09-20,-,4,ACT,サンソフト,へべれけ,"￥6,200","￥6,000代",0,1,-,-,-,-,-
1991-09-20,31,5,SPT,任天堂,マリオオープンゴルフ,"￥5,825","￥6,000代",0,1,-,-,-,-,-
1991-09-27,-,5,RPG,ビクター音楽産業,イースⅢワンダラーズフロムイース,"￥7,500","￥7,500代",0,1,-,-,-,-,-
1991-09-27,-,4,ACT,アイレム,スパルタンX2,"￥5,500","￥5,500代",0,1,-,-,-,-,-
1991-09-27,-,4,ACT,サンソフト,バトルフォーミュラ,"￥6,200","￥6,000代",0,1,-,-,-,-,-
